Model Name,Epochs,Batch Size,Learning Rate,Loss,Optimizer,Scheduler,Warmup,Patience,Weight Decay,Pretrained,Total Sync Steps,Work Sync Steps,Work Local Steps,Work Batch Size,Num Workers,Slowmo LR,SlowMo Momentum,Dynamic Strategy,Dynamic N Losses,Model Accuracy,Best Model Accuracy
LeNet,3,64,0.04,CSE,SGDM,CosineAnnealingLR,0,0,0.001,,53,22,8,64,4,1.0,0.6,ALin,3,16.86,16.86
